classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
23270884,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,56.38,2016-12-14 12:07:09 UTC,,,"{""session"":""f5d9afb3f9b3267204d2625ac5fec0b6236ac1dbe82439d8e02cc3be5c779f5b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-14T12:07:01.990Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T12:07:09.524Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":809,""clientHeight"":607,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Annotate regions of these street pictures for road defects or smoothness."",""value"":[{""r"":143.3125585186023,""x"":425.04053851988516,""y"":639.1924394200807,""tool"":0,""angle"":-35.65532946278343,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""}]}]","{""4961325"":{""retired"":null,""Filename"":""1460641650.08.jpg""}}",4961325
23270897,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,56.38,2016-12-14 12:07:50 UTC,,,"{""session"":""f5d9afb3f9b3267204d2625ac5fec0b6236ac1dbe82439d8e02cc3be5c779f5b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-14T12:07:26.158Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T12:07:50.533Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":809,""clientHeight"":607,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Annotate regions of these street pictures for road defects or smoothness."",""value"":[{""r"":101.13947415369063,""x"":125.06311174094482,""y"":597.4234285272835,""tool"":0,""angle"":-45.5070305015489,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""},{""r"":94.69300333839412,""x"":338.9710658575732,""y"":615.1436149666521,""tool"":0,""angle"":-37.942154747472344,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""},{""r"":114.79807057636492,""x"":559.2076576699593,""y"":629.0666185975845,""tool"":0,""angle"":-34.215703472405515,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""},{""x"":499.7184633298323,""y"":394.90701207735685,""tool"":2,""frame"":0,""width"":118.97838868025474,""height"":111.38402904745965,""details"":[],""tool_label"":""Street markings""}]}]","{""4961530"":{""retired"":null,""Filename"":""1460641804.88.jpg""}}",4961530
23271314,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,56.38,2016-12-14 12:26:28 UTC,,,"{""session"":""f5d9afb3f9b3267204d2625ac5fec0b6236ac1dbe82439d8e02cc3be5c779f5b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-14T12:26:07.265Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T12:26:27.902Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":809,""clientHeight"":607,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Annotate regions of these street pictures for road defects or smoothness."",""value"":[{""r"":135.7164520202466,""x"":184.5523060810723,""y"":589.8290629104109,""tool"":0,""angle"":-19.617880319480562,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""},{""r"":95.94515438343127,""x"":790.8357973347112,""y"":624.0037081863362,""tool"":0,""angle"":-30.96375780342052,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""},{""r"":105.57260532914532,""x"":487.0611879383159,""y"":602.4863389385315,""tool"":0,""angle"":-37.694241860949404,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""}]}]","{""4962136"":{""retired"":null,""Filename"":""1460642364.8.jpg""}}",4962136
23271338,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,56.38,2016-12-14 12:27:01 UTC,,,"{""session"":""f5d9afb3f9b3267204d2625ac5fec0b6236ac1dbe82439d8e02cc3be5c779f5b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-14T12:26:29.503Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T12:27:01.543Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":809,""clientHeight"":607,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Annotate regions of these street pictures for road defects or smoothness."",""value"":[{""r"":83.84430013659248,""x"":498.45273579068066,""y"":654.3811706538253,""tool"":0,""angle"":-28.886582985796696,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""},{""r"":74.97766591200791,""x"":121.26592912348985,""y"":554.3886900316741,""tool"":0,""angle"":-21.80141048004837,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""},{""r"":32.664601061562166,""x"":289.6076918306589,""y"":586.0318801019748,""tool"":1,""angle"":-54.462323571001036,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""},{""r"":34.91664988137589,""x"":228.85276995137986,""y"":689.8215435325625,""tool"":1,""angle"":-43.53120072458059,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""},{""r"":39.542593224868995,""x"":387.06871234533577,""y"":517.6825895501248,""tool"":1,""angle"":-39.805572509504366,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""}]}]","{""4960610"":{""retired"":null,""Filename"":""1460640932.29.jpg""}}",4960610
23271346,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,56.38,2016-12-14 12:27:19 UTC,,,"{""session"":""f5d9afb3f9b3267204d2625ac5fec0b6236ac1dbe82439d8e02cc3be5c779f5b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-14T12:27:02.687Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T12:27:19.014Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":809,""clientHeight"":607,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Annotate regions of these street pictures for road defects or smoothness."",""value"":[{""r"":54.7783732361802,""x"":95.95137834045693,""y"":484.77367187701174,""tool"":1,""angle"":-49.685901261130525,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""}]}]","{""4960220"":{""retired"":null,""Filename"":""1460640032.89.jpg""}}",4960220
23271354,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,56.38,2016-12-14 12:27:29 UTC,,,"{""session"":""f5d9afb3f9b3267204d2625ac5fec0b6236ac1dbe82439d8e02cc3be5c779f5b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-14T12:27:20.006Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T12:27:29.320Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":809,""clientHeight"":607,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Annotate regions of these street pictures for road defects or smoothness."",""value"":[{""r"":72.45668400757106,""x"":479.46682270340574,""y"":650.5839878453891,""tool"":1,""angle"":-27.012666513992972,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""}]}]","{""4960682"":{""retired"":null,""Filename"":""1460640984.29.jpg""}}",4960682
23271364,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,56.38,2016-12-14 12:27:52 UTC,,,"{""session"":""f5d9afb3f9b3267204d2625ac5fec0b6236ac1dbe82439d8e02cc3be5c779f5b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-14T12:27:35.160Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T12:27:52.419Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":809,""clientHeight"":291,""naturalWidth"":1024,""naturalHeight"":368}]}","[{""task"":""T0"",""task_label"":""Annotate regions of these street pictures for road defects or smoothness."",""value"":[{""r"":78.843754652435,""x"":316.1829419035846,""y"":253.15203955500618,""tool"":1,""angle"":-42.39743779750021,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""},{""r"":67.26416900727067,""x"":314.9171817058096,""y"":324.03461063040794,""tool"":1,""angle"":-19.798876354524914,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""}]}]","{""4959890"":{""retired"":null,""Filename"":""1460639419.8.jpg""}}",4959890
23271369,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,56.38,2016-12-14 12:28:03 UTC,,,"{""session"":""f5d9afb3f9b3267204d2625ac5fec0b6236ac1dbe82439d8e02cc3be5c779f5b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-14T12:27:53.450Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T12:28:03.218Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":809,""clientHeight"":607,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Annotate regions of these street pictures for road defects or smoothness."",""value"":[{""r"":121.2788932920706,""x"":383.27152972788076,""y"":661.9755362706975,""tool"":0,""angle"":-18.245855384466914,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""}]}]","{""4961291"":{""retired"":null,""Filename"":""1460641626.72.jpg""}}",4961291
23271377,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,56.38,2016-12-14 12:28:21 UTC,,,"{""session"":""f5d9afb3f9b3267204d2625ac5fec0b6236ac1dbe82439d8e02cc3be5c779f5b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-14T12:28:04.138Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T12:28:21.670Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":809,""clientHeight"":607,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Annotate regions of these street pictures for road defects or smoothness."",""value"":[{""r"":94.08196450170966,""x"":359.2227064839995,""y"":655.6468982566374,""tool"":0,""angle"":-33.47627962195454,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""},{""r"":61.51488037769903,""x"":516.1729213388037,""y"":670.8356294903818,""tool"":0,""angle"":-36.63411525582555,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""},{""r"":65.15731378474051,""x"":184.5523060810722,""y"":688.5558159297505,""tool"":0,""angle"":-29.05460532244865,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""}]}]","{""4957345"":{""retired"":null,""Filename"":""1460636659.4.jpg""}}",4957345
23271386,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,56.38,2016-12-14 12:28:43 UTC,,,"{""session"":""f5d9afb3f9b3267204d2625ac5fec0b6236ac1dbe82439d8e02cc3be5c779f5b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-14T12:28:22.787Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T12:28:43.607Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":809,""clientHeight"":607,""naturalWidth"":1024,""naturalHeight"":768}]}","[{""task"":""T0"",""task_label"":""Annotate regions of these street pictures for road defects or smoothness."",""value"":[{""r"":58.56640458007757,""x"":314.92224261369176,""y"":541.7314140035538,""tool"":1,""angle"":-6.20344821126468,""frame"":0,""details"":[{""value"":[2]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""},{""r"":58.34715783303168,""x"":104.81147111451847,""y"":636.6609842144568,""tool"":1,""angle"":-40.60129606891293,""frame"":0,""details"":[{""value"":[0]}],""tool_label"":""Not Smooth - Road has defects. Please mark the defect.""}]}]","{""4961485"":{""retired"":null,""Filename"":""1460641763.29.jpg""}}",4961485
23271389,vr00n,1485637,a659564897c7b0bed42a,3093,MAIN,56.38,2016-12-14 12:28:49 UTC,,,"{""session"":""f5d9afb3f9b3267204d2625ac5fec0b6236ac1dbe82439d8e02cc3be5c779f5b"",""viewport"":{""width"":1440,""height"":776},""started_at"":""2016-12-14T12:28:44.326Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2016-12-14T12:28:49.516Z"",""live_project"":false,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":809,""clientHeight"":291,""naturalWidth"":1024,""naturalHeight"":368}]}","[{""task"":""T0"",""task_label"":""Annotate regions of these street pictures for road defects or smoothness."",""value"":[{""r"":87.92251325832268,""x"":287.070457354759,""y"":140.49938195302838,""tool"":0,""angle"":-30.25643716352926,""frame"":0,""details"":[],""tool_label"":""Smooth - Road has no defects.""}]}]","{""4959741"":{""retired"":null,""Filename"":""1460639315.8.jpg""}}",4959741
